date,product,category,units_sold,revenue,price,discount_pct,ad_spend,promo
2024-01-22,Робот-пылесос,Электроника,22,626004.28,28454.74,0.00,141.93,false
2024-01-22,Электрический чайник,Кухня,79,263905.03,3340.57,0.00,212.24,false
2024-01-22,Кофеварка,Кухня,39,357817.20,9174.80,0.00,152.84,false
2024-01-22,Увлажнитель воздуха,Дом и быт,60,353071.80,5884.53,0.00,176.77,false
2024-01-22,Набор посуды,Дом и быт,42,268399.74,6390.47,0.00,129.99,false
2024-01-22,Фен,Красота,68,250745.24,4214.21,12.50,141.78,false
2024-01-23,Робот-пылесос,Электроника,30,852671.40,29918.30,5.00,134.04,false
2024-01-23,Электрический чайник,Кухня,75,283259.25,3776.79,0.00,203.27,false
2024-01-23,Кофеварка,Кухня,65,461095.70,8867.23,20.00,178.46,false
2024-01-23,Увлажнитель воздуха,Дом и быт,55,335016.55,6091.21,0.00,170.24,false
2024-01-23,Набор посуды,Дом и быт,36,250798.32,6966.62,0.00,154.27,false
2024-01-23,Фен,Красота,76,260955.12,4292.03,20.00,138.50,true
2024-01-24,Робот-пылесос,Электроника,27,745171.38,29051.52,5.00,134.39,false
2024-01-24,Электрический чайник,Кухня,79,283959.18,3594.42,0.00,187.47,false
2024-01-24,Кофеварка,Кухня,45,387049.05,8601.09,0.00,162.18,false
2024-01-24,Увлажнитель воздуха,Дом и быт,51,287241.18,5632.18,0.00,185.95,false
2024-01-24,Набор посуды,Дом и быт,33,223321.23,6767.31,0.00,152.24,false
2024-01-24,Фен,Красота,37,166839.29,4509.17,0.00,124.53,false
2024-01-25,Робот-пылесос,Электроника,27,727634.07,26949.41,0.00,123.20,false
2024-01-25,Электрический чайник,Кухня,67,234903.34,3506.02,0.00,209.49,false
2024-01-25,Кофеварка,Кухня,34,316241.14,9301.21,0.00,168.85,false
2024-01-25,Увлажнитель воздуха,Дом и быт,49,311000.55,6346.95,0.00,164.20,true
2024-01-25,Набор посуды,Дом и быт,41,250535.01,6432.23,5.00,133.64,false
2024-01-25,Фен,Красота,52,237557.32,4568.41,0.00,134.50,true
2024-01-26,Робот-пылесос,Электроника,34,771293.06,28356.37,20.00,129.12,false
2024-01-26,Электрический чайник,Кухня,76,226851.64,3511.63,15.00,192.07,true
2024-01-26,Кофеварка,Кухня,34,319423.54,9394.81,0.00,172.66,false
2024-01-26,Увлажнитель воздуха,Дом и быт,37,230722.01,6235.73,0.00,158.19,false
2024-01-26,Набор посуды,Дом и быт,43,254873.90,5927.30,0.00,122.20,false
2024-01-26,Фен,Красота,51,224676.93,4405.43,0.00,147.36,true
2024-01-27,Робот-пылесос,Электроника,28,785008.56,29511.60,5.00,140.82,false
2024-01-27,Электрический чайник,Кухня,83,273551.40,3295.80,0.00,201.20,true
2024-01-27,Кофеварка,Кухня,52,436250.36,8389.43,0.00,170.19,true
2024-01-27,Увлажнитель воздуха,Дом и быт,52,302604.64,5819.32,0.00,155.40,false
2024-01-27,Набор посуды,Дом и быт,40,257228.40,6430.71,0.00,130.57,false
2024-01-27,Фен,Красота,59,234494.91,4320.10,8.00,108.57,false
2024-01-28,Робот-пылесос,Электроника,25,756723.50,30268.94,0.00,140.89,false
2024-01-28,Электрический чайник,Кухня,76,282491.24,3716.99,0.00,204.72,false
2024-01-28,Кофеварка,Кухня,45,410306.85,9117.93,0.00,169.35,false
2024-01-28,Увлажнитель воздуха,Дом и быт,85,404582.15,5949.73,20.00,150.37,false
2024-01-28,Набор посуды,Дом и быт,52,359050.12,6904.81,0.00,131.40,false
2024-01-28,Фен,Красота,55,231935.00,4217.00,0.00,115.24,false
2024-01-29,Робот-пылесос,Электроника,33,877067.07,26577.79,0.00,147.72,true
2024-01-29,Электрический чайник,Кухня,88,288222.00,3743.14,12.50,218.58,false
2024-01-29,Кофеварка,Кухня,61,539566.96,8845.36,0.00,172.68,true
2024-01-29,Увлажнитель воздуха,Дом и быт,80,475563.20,5944.54,0.00,177.77,true
2024-01-29,Набор посуды,Дом и быт,49,258977.74,6040.29,12.50,117.01,false
2024-01-29,Фен,Красота,44,171915.48,3907.17,0.00,108.27,false
2024-01-30,Робот-пылесос,Электроника,44,962783.36,27351.80,20.00,141.22,true
2024-01-30,Электрический чайник,Кухня,84,282141.72,3358.83,0.00,167.51,false
2024-01-30,Кофеварка,Кухня,44,413134.92,9389.43,0.00,165.34,false
2024-01-30,Увлажнитель воздуха,Дом и быт,50,276209.50,5524.19,0.00,182.56,false
2024-01-30,Набор посуды,Дом и быт,30,197014.50,6567.15,0.00,149.81,false
2024-01-30,Фен,Красота,46,187950.94,4085.89,0.00,113.43,false
2024-01-31,Робот-пылесос,Электроника,27,704512.35,26093.05,0.00,142.31,false
2024-01-31,Электрический чайник,Кухня,68,244547.04,3596.28,0.00,186.28,false
2024-01-31,Кофеварка,Кухня,41,390679.16,9528.76,0.00,160.86,false
2024-01-31,Увлажнитель воздуха,Дом и быт,50,295336.50,5906.73,0.00,143.69,false
2024-01-31,Набор посуды,Дом и быт,29,194976.86,6723.34,0.00,135.11,false
2024-01-31,Фен,Красота,45,191247.30,4249.94,0.00,104.50,false
2024-02-01,Робот-пылесос,Электроника,29,723419.21,27717.21,10.00,131.35,false
2024-02-01,Электрический чайник,Кухня,65,223143.05,3613.66,5.00,192.59,false
2024-02-01,Кофеварка,Кухня,41,347802.59,8482.99,0.00,157.36,false
2024-02-01,Увлажнитель воздуха,Дом и быт,37,214923.01,5808.73,0.00,175.00,false
2024-02-01,Набор посуды,Дом и быт,32,198002.88,6187.59,0.00,141.47,false
2024-02-01,Фен,Красота,38,147849.64,3890.78,0.00,100.25,false
2024-02-02,Робот-пылесос,Электроника,19,571511.83,30079.57,0.00,147.39,false
2024-02-02,Электрический чайник,Кухня,46,178071.98,3871.13,0.00,192.53,false
2024-02-02,Кофеварка,Кухня,45,387145.35,8603.23,0.00,176.77,true
2024-02-02,Увлажнитель воздуха,Дом и быт,41,229618.04,5600.44,0.00,169.46,false
2024-02-02,Набор посуды,Дом и быт,43,266183.76,6190.32,0.00,133.69,false
2024-02-02,Фен,Красота,44,197861.40,4496.85,0.00,127.91,false
2024-02-03,Робот-пылесос,Электроника,27,758736.99,28101.37,0.00,140.97,false
2024-02-03,Электрический чайник,Кухня,94,297116.14,3718.60,15.00,177.08,true
2024-02-03,Кофеварка,Кухня,39,372956.22,9562.98,0.00,174.58,true
2024-02-03,Увлажнитель воздуха,Дом и быт,87,463957.08,6094.67,12.50,154.71,false
2024-02-03,Набор посуды,Дом и быт,50,299094.50,5981.89,0.00,135.28,false
2024-02-03,Фен,Красота,65,245057.15,4435.43,15.00,97.31,false
2024-02-04,Робот-пылесос,Электроника,35,879075.75,27300.49,8.00,146.87,true
2024-02-04,Электрический чайник,Кухня,95,358340.95,3772.01,0.00,176.61,true
2024-02-04,Кофеварка,Кухня,54,384482.70,8376.53,15.00,170.21,false
2024-02-04,Увлажнитель воздуха,Дом и быт,58,307066.50,5294.25,0.00,143.95,false
2024-02-04,Набор посуды,Дом и быт,69,411653.31,6484.77,8.00,125.24,false
2024-02-04,Фен,Красота,49,214271.61,4603.04,5.00,100.38,false
2024-02-05,Робот-пылесос,Электроника,47,1070142.53,28461.23,20.00,152.19,false
2024-02-05,Электрический чайник,Кухня,84,291018.00,3464.50,0.00,218.10,false
2024-02-05,Кофеварка,Кухня,45,411588.45,9146.41,0.00,172.46,false
2024-02-05,Увлажнитель воздуха,Дом и быт,55,301830.65,5487.83,0.00,179.54,false
2024-02-05,Набор посуды,Дом и быт,72,345220.56,5993.41,20.00,126.92,true
2024-02-05,Фен,Красота,49,202161.26,4584.15,10.00,106.02,false
2024-02-06,Робот-пылесос,Электроника,29,871775.96,30061.24,0.00,146.73,false
2024-02-06,Электрический чайник,Кухня,84,285579.00,3399.75,0.00,216.99,false
2024-02-06,Кофеварка,Кухня,58,432264.72,8280.94,10.00,156.38,true
2024-02-06,Увлажнитель воздуха,Дом и быт,48,272574.24,6172.42,8.00,169.98,false
2024-02-06,Набор посуды,Дом и быт,35,244083.00,6973.80,0.00,138.45,false
2024-02-06,Фен,Красота,29,131059.12,4519.28,0.00,116.15,false
2024-02-07,Робот-пылесос,Электроника,31,863439.90,27852.90,0.00,144.42,true
2024-02-07,Электрический чайник,Кухня,69,265409.88,3846.52,0.00,209.28,false
2024-02-07,Кофеварка,Кухня,43,401521.96,9337.72,0.00,176.23,false
2024-02-07,Увлажнитель воздуха,Дом и быт,49,261677.64,5340.36,0.00,143.01,false
2024-02-07,Набор посуды,Дом и быт,39,232203.27,5953.93,0.00,118.23,false
2024-02-07,Фен,Красота,36,151681.32,4213.37,0.00,109.56,false
2024-02-08,Робот-пылесос,Электроника,31,900964.47,29063.37,0.00,152.62,false
2024-02-08,Электрический чайник,Кухня,54,198670.32,3679.08,0.00,183.61,false
2024-02-08,Кофеварка,Кухня,35,292661.60,9837.37,15.00,154.88,false
2024-02-08,Увлажнитель воздуха,Дом и быт,51,289685.61,5680.11,0.00,152.90,true
2024-02-08,Набор посуды,Дом и быт,30,181241.40,6041.38,0.00,111.03,false
2024-02-08,Фен,Красота,45,184811.85,4106.93,0.00,122.77,false
2024-02-09,Робот-пылесос,Электроника,24,614542.32,25605.93,0.00,152.62,false
2024-02-09,Электрический чайник,Кухня,70,257586.00,3873.47,5.00,216.46,false
2024-02-09,Кофеварка,Кухня,37,291889.67,8574.90,8.00,165.47,false
2024-02-09,Увлажнитель воздуха,Дом и быт,42,258859.02,6163.31,0.00,146.01,false
2024-02-09,Набор посуды,Дом и быт,41,240772.50,6711.43,12.50,118.07,false
2024-02-09,Фен,Красота,59,235900.88,3998.32,0.00,115.92,true
2024-02-10,Робот-пылесос,Электроника,37,998675.88,26991.24,0.00,135.26,true
2024-02-10,Электрический чайник,Кухня,74,257645.80,3481.70,0.00,208.71,false
2024-02-10,Кофеварка,Кухня,35,290829.35,8309.41,0.00,153.94,false
2024-02-10,Увлажнитель воздуха,Дом и быт,56,299244.40,5343.65,0.00,159.21,false
2024-02-10,Набор посуды,Дом и быт,49,325881.36,6650.64,0.00,130.39,false
2024-02-10,Фен,Красота,45,198013.95,4400.31,0.00,108.57,false
2024-02-11,Робот-пылесос,Электроника,32,920481.28,28765.04,0.00,149.83,false
2024-02-11,Электрический чайник,Кухня,67,223031.61,3698.70,10.00,187.34,false
2024-02-11,Кофеварка,Кухня,40,355658.00,8891.45,0.00,176.52,false
2024-02-11,Увлажнитель воздуха,Дом и быт,86,363248.52,5279.78,20.00,158.94,false
2024-02-11,Набор посуды,Дом и быт,48,289231.68,6025.66,0.00,129.41,false
2024-02-11,Фен,Красота,67,235287.25,3901.94,10.00,130.23,false
2024-02-12,Робот-пылесос,Электроника,25,668659.75,26746.39,0.00,154.46,false
2024-02-12,Электрический чайник,Кухня,84,317551.92,3780.38,0.00,202.76,false
2024-02-12,Кофеварка,Кухня,37,304986.56,8242.88,0.00,168.53,false
2024-02-12,Увлажнитель воздуха,Дом и быт,45,271540.35,6034.23,0.00,144.68,false
2024-02-12,Набор посуды,Дом и быт,44,273922.88,6225.52,0.00,114.84,false
2024-02-12,Фен,Красота,43,189500.57,4406.99,0.00,116.26,false
2024-02-13,Робот-пылесос,Электроника,46,1042462.58,28327.78,20.00,138.57,false
2024-02-13,Электрический чайник,Кухня,93,326376.99,3509.43,0.00,188.63,false
2024-02-13,Кофеварка,Кухня,60,423187.80,8816.41,20.00,164.33,false
2024-02-13,Увлажнитель воздуха,Дом и быт,61,327085.05,5362.05,0.00,146.66,false
2024-02-13,Набор посуды,Дом и быт,45,228679.65,5978.55,15.00,130.40,false
2024-02-13,Фен,Красота,33,131907.27,3997.19,0.00,113.60,false
2024-02-14,Робот-пылесос,Электроника,29,837370.07,28874.83,0.00,148.41,false
2024-02-14,Электрический чайник,Кухня,100,325462.00,3828.96,15.00,171.23,false
2024-02-14,Кофеварка,Кухня,36,334954.80,9304.30,0.00,164.66,false
2024-02-14,Увлажнитель воздуха,Дом и быт,38,225820.32,5942.64,0.00,164.95,false
2024-02-14,Набор посуды,Дом и быт,33,220050.60,6668.20,0.00,130.10,false
2024-02-14,Фен,Красота,40,158038.40,4515.39,12.50,112.60,false
2024-02-15,Робот-пылесос,Электроника,31,820341.84,26462.64,0.00,153.33,false
2024-02-15,Электрический чайник,Кухня,70,253537.90,3621.97,0.00,208.06,false
2024-02-15,Кофеварка,Кухня,38,326956.94,8604.13,0.00,172.51,false
2024-02-15,Увлажнитель воздуха,Дом и быт,49,278670.84,5687.16,0.00,165.75,false
2024-02-15,Набор посуды,Дом и быт,34,206782.56,6081.84,0.00,130.07,false
2024-02-15,Фен,Красота,36,158785.56,4410.71,0.00,121.44,false
2024-02-16,Робот-пылесос,Электроника,39,934954.80,29966.50,20.00,149.62,true
2024-02-16,Электрический чайник,Кухня,63,213829.56,3394.12,0.00,221.27,false
2024-02-16,Кофеварка,Кухня,39,345176.52,8850.68,0.00,174.42,false
2024-02-16,Увлажнитель воздуха,Дом и быт,36,202149.72,5615.27,0.00,167.40,false
2024-02-16,Набор посуды,Дом и быт,34,236307.82,6950.23,0.00,110.72,false
2024-02-16,Фен,Красота,45,208128.15,4625.07,0.00,113.01,false
2024-02-17,Робот-пылесос,Электроника,29,744809.61,25683.09,0.00,146.29,false
2024-02-17,Электрический чайник,Кухня,76,227612.40,3255.33,8.00,204.64,false
2024-02-17,Кофеварка,Кухня,38,294395.12,8853.99,12.50,146.87,false
2024-02-17,Увлажнитель воздуха,Дом и быт,58,344372.68,5937.46,0.00,160.94,false
2024-02-17,Набор посуды,Дом и быт,55,290763.55,5874.01,10.00,115.26,false
2024-02-17,Фен,Красота,50,195994.50,3919.89,0.00,107.45,false
2024-02-18,Робот-пылесос,Электроника,32,863284.48,29323.52,8.00,155.03,false
2024-02-18,Электрический чайник,Кухня,108,347333.40,3216.05,0.00,192.10,true
2024-02-18,Кофеварка,Кухня,39,344290.44,8827.96,0.00,151.41,true
2024-02-18,Увлажнитель воздуха,Дом и быт,70,401855.30,5740.79,0.00,160.11,false
2024-02-18,Набор посуды,Дом и быт,44,268652.12,6105.73,0.00,120.74,false
2024-02-18,Фен,Красота,69,287351.19,4383.69,5.00,111.28,true
2024-02-19,Робот-пылесос,Электроника,23,689393.72,29973.64,0.00,139.67,false
2024-02-19,Электрический чайник,Кухня,74,247271.74,3341.51,0.00,181.16,false
2024-02-19,Кофеварка,Кухня,44,365413.84,8304.86,0.00,166.35,false
2024-02-19,Увлажнитель воздуха,Дом и быт,48,295507.20,6156.40,0.00,152.24,false
2024-02-19,Набор посуды,Дом и быт,37,214373.19,6621.57,12.50,129.30,false
2024-02-19,Фен,Красота,37,171117.60,4624.80,0.00,93.74,false
2024-02-20,Робот-пылесос,Электроника,37,865816.65,26000.50,10.00,149.68,true
2024-02-20,Электрический чайник,Кухня,72,247453.20,3436.85,0.00,189.63,false
2024-02-20,Кофеварка,Кухня,48,398713.44,8306.53,0.00,171.46,false
2024-02-20,Увлажнитель воздуха,Дом и быт,42,256299.96,6102.38,0.00,147.54,false
2024-02-20,Набор посуды,Дом и быт,33,222668.16,6747.52,0.00,105.51,false
2024-02-20,Фен,Красота,48,179863.20,4282.46,12.50,88.96,false
2024-02-21,Робот-пылесос,Электроника,36,947782.44,26327.29,0.00,155.53,false
2024-02-21,Электрический чайник,Кухня,95,328852.95,3461.61,0.00,208.84,true
2024-02-21,Кофеварка,Кухня,60,438475.20,9134.90,20.00,148.41,true
2024-02-21,Увлажнитель воздуха,Дом и быт,37,219693.79,5937.67,0.00,144.10,false
2024-02-21,Набор посуды,Дом и быт,32,169728.32,6240.01,15.00,114.70,false
2024-02-21,Фен,Красота,45,189426.60,4209.48,0.00,120.79,false
2024-02-22,Робот-пылесос,Электроника,35,819340.90,26753.99,12.50,145.23,false
2024-02-22,Электрический чайник,Кухня,73,221782.03,3198.01,5.00,173.63,false
2024-02-22,Кофеварка,Кухня,36,338479.56,9402.21,0.00,166.46,true
2024-02-22,Увлажнитель воздуха,Дом и быт,48,246911.04,6051.74,15.00,166.07,false
2024-02-22,Набор посуды,Дом и быт,32,196482.24,6140.07,0.00,117.85,false
2024-02-22,Фен,Красота,35,163831.85,4680.91,0.00,124.31,false
2024-02-23,Робот-пылесос,Электроника,32,806879.68,25214.99,0.00,144.98,false
2024-02-23,Электрический чайник,Кухня,75,252657.75,3368.77,0.00,194.02,false
2024-02-23,Кофеварка,Кухня,34,324653.08,9548.62,0.00,173.71,false
2024-02-23,Увлажнитель воздуха,Дом и быт,49,266037.66,6204.95,12.50,143.84,false
2024-02-23,Набор посуды,Дом и быт,41,255020.00,6220.00,0.00,102.11,false
2024-02-23,Фен,Красота,44,186318.00,4234.50,0.00,104.36,false
2024-02-24,Робот-пылесос,Электроника,33,828018.51,25091.47,0.00,158.91,false
2024-02-24,Электрический чайник,Кухня,91,294113.82,3693.74,12.50,188.65,false
2024-02-24,Кофеварка,Кухня,38,341057.98,8975.21,0.00,162.05,false
2024-02-24,Увлажнитель воздуха,Дом и быт,44,261195.00,5936.25,0.00,133.89,false
