date,product,category,units_sold,revenue,price,discount_pct,ad_spend,promo
2023-03-12,Велосипед городской,Велоспорт,28,838010.32,35210.52,15.00,172.32,false
2023-03-12,Лыжный комплект,Зимний спорт,13,269140.04,20703.08,0.00,122.48,true
2023-03-13,Беговая дорожка,Фитнес,17,798123.14,46948.42,0.00,155.53,false
2023-03-13,Гантели разборные,Фитнес,84,599982.60,7518.58,5.00,243.96,false
2023-03-13,Палатка туристическая,Туризм,39,536384.16,16180.52,15.00,221.63,false
2023-03-13,Спальный мешок,Туризм,64,472026.24,7763.58,5.00,242.23,false
2023-03-13,Велосипед городской,Велоспорт,21,659482.53,31403.93,0.00,165.33,true
2023-03-13,Лыжный комплект,Зимний спорт,15,313183.80,20878.92,0.00,119.19,true
2023-03-14,Беговая дорожка,Фитнес,14,726865.72,51918.98,0.00,169.22,false
2023-03-14,Гантели разборные,Фитнес,111,736405.08,7371.42,10.00,257.20,false
2023-03-14,Палатка туристическая,Туризм,40,629867.20,15746.68,0.00,210.34,false
2023-03-14,Спальный мешок,Туризм,49,345460.78,7050.22,0.00,256.26,false
2023-03-14,Велосипед городской,Велоспорт,21,698965.05,33284.05,0.00,178.79,false
2023-03-14,Лыжный комплект,Зимний спорт,12,257452.44,21454.37,0.00,122.42,false
2023-03-15,Беговая дорожка,Фитнес,20,1056294.80,52814.74,0.00,170.49,false
2023-03-15,Гантели разборные,Фитнес,119,690652.20,6828.00,15.00,292.20,true
2023-03-15,Палатка туристическая,Туризм,28,435518.72,17776.28,12.50,220.29,false
2023-03-15,Спальный мешок,Туризм,48,346184.16,7212.17,0.00,256.89,false
2023-03-15,Велосипед городской,Велоспорт,18,588980.16,34443.29,5.00,183.53,false
2023-03-15,Лыжный комплект,Зимний спорт,13,291523.83,22424.91,0.00,117.82,false
2023-03-16,Беговая дорожка,Фитнес,13,707921.24,54455.48,0.00,160.14,false
2023-03-16,Гантели разборные,Фитнес,77,544056.59,7850.74,10.00,246.78,false
2023-03-16,Палатка туристическая,Туризм,38,587954.24,17682.83,12.50,222.01,true
2023-03-16,Спальный мешок,Туризм,52,315709.68,7142.76,15.00,232.08,false
2023-03-16,Велосипед городской,Велоспорт,15,458761.80,30584.12,0.00,160.53,false
2023-03-16,Лыжный комплект,Зимний спорт,14,309872.22,23298.67,5.00,120.23,false
2023-03-17,Беговая дорожка,Фитнес,17,697389.47,48262.25,15.00,163.74,false
2023-03-17,Гантели разборные,Фитнес,81,622344.06,7683.26,0.00,254.25,false
2023-03-17,Палатка туристическая,Туризм,35,534724.40,15277.84,0.00,213.05,true
2023-03-17,Спальный мешок,Туризм,49,392392.49,8008.01,0.00,215.36,false
2023-03-17,Велосипед городской,Велоспорт,21,656359.62,31255.22,0.00,171.62,false
2023-03-17,Лыжный комплект,Зимний спорт,14,315310.52,22522.18,0.00,118.70,false
2023-03-18,Беговая дорожка,Фитнес,12,560446.32,46703.86,0.00,159.05,false
2023-03-18,Гантели разборные,Фитнес,80,598951.20,7486.89,0.00,223.76,false
2023-03-18,Палатка туристическая,Туризм,40,618826.40,15470.66,0.00,234.76,false
2023-03-18,Спальный мешок,Туризм,74,473090.14,6949.03,8.00,229.73,false
2023-03-18,Велосипед городской,Велоспорт,25,811182.00,32447.28,0.00,158.96,false
2023-03-18,Лыжный комплект,Зимний спорт,19,407510.86,23312.97,8.00,121.41,true
2023-03-19,Беговая дорожка,Фитнес,15,729204.30,48613.62,0.00,159.83,false
2023-03-19,Гантели разборные,Фитнес,86,553251.76,6771.75,5.00,271.26,false
2023-03-19,Палатка туристическая,Туризм,48,645818.88,15828.90,15.00,218.10,false
2023-03-19,Спальный мешок,Туризм,69,555558.33,8051.57,0.00,229.59,false
2023-03-19,Велосипед городской,Велоспорт,23,775519.98,33718.26,0.00,164.67,false
2023-03-19,Лыжный комплект,Зимний спорт,15,323074.50,23411.20,8.00,124.24,false
2023-03-20,Беговая дорожка,Фитнес,18,955428.30,53079.35,0.00,162.57,true
2023-03-20,Гантели разборные,Фитнес,86,587782.48,6834.68,0.00,268.62,false
2023-03-20,Палатка туристическая,Туризм,42,682255.56,17099.14,5.00,221.90,true
2023-03-20,Спальный мешок,Туризм,58,463413.04,7989.88,0.00,205.91,false
2023-03-20,Велосипед городской,Велоспорт,27,880140.87,32597.81,0.00,176.23,false
2023-03-20,Лыжный комплект,Зимний спорт,12,266216.88,22184.74,0.00,112.85,false
2023-03-21,Беговая дорожка,Фитнес,15,809710.05,53980.67,0.00,175.47,false
2023-03-21,Гантели разборные,Фитнес,96,671404.80,6993.80,0.00,286.04,false
2023-03-21,Палатка туристическая,Туризм,28,489069.00,17466.75,0.00,220.34,false
2023-03-21,Спальный мешок,Туризм,60,451657.20,7527.62,0.00,211.70,false
2023-03-21,Велосипед городской,Велоспорт,19,570711.93,30037.47,0.00,159.07,false
2023-03-21,Лыжный комплект,Зимний спорт,11,223083.52,20280.32,0.00,113.37,false
2023-03-22,Беговая дорожка,Фитнес,16,875045.76,54690.36,0.00,167.51,false
2023-03-22,Гантели разборные,Фитнес,91,610560.86,6709.46,0.00,246.92,false
2023-03-22,Палатка туристическая,Туризм,37,592273.43,16007.39,0.00,237.53,false
2023-03-22,Спальный мешок,Туризм,60,355741.20,7411.27,20.00,253.12,false
2023-03-22,Велосипед городской,Велоспорт,15,445881.15,34971.08,15.00,174.54,false
2023-03-22,Лыжный комплект,Зимний спорт,14,265173.44,21045.52,10.00,112.82,false
2023-03-23,Беговая дорожка,Фитнес,21,1097640.81,52268.61,0.00,165.95,false
2023-03-23,Гантели разборные,Фитнес,79,588163.69,7445.11,0.00,308.35,false
2023-03-23,Палатка туристическая,Туризм,31,506022.92,16323.32,0.00,238.66,false
2023-03-23,Спальный мешок,Туризм,46,348194.70,7569.45,0.00,211.29,true
2023-03-23,Велосипед городской,Велоспорт,22,613513.78,34858.74,20.00,168.63,false
2023-03-23,Лыжный комплект,Зимний спорт,14,322517.44,23036.96,0.00,128.46,false
2023-03-24,Беговая дорожка,Фитнес,19,931165.30,49008.70,0.00,165.25,false
2023-03-24,Гантели разборные,Фитнес,70,544140.10,7773.43,0.00,246.18,false
2023-03-24,Палатка туристическая,Туризм,33,446745.42,15926.75,15.00,233.69,true
2023-03-24,Спальный мешок,Туризм,63,381756.06,7128.96,15.00,204.74,false
2023-03-24,Велосипед городской,Велоспорт,21,708241.38,33725.78,0.00,156.87,false
2023-03-24,Лыжный комплект,Зимний спорт,15,304858.80,20323.92,0.00,116.66,false
2023-03-25,Беговая дорожка,Фитнес,13,659756.63,50750.51,0.00,168.85,false
2023-03-25,Гантели разборные,Фитнес,87,594388.35,6832.05,0.00,283.24,true
2023-03-25,Палатка туристическая,Туризм,30,488408.70,16280.29,0.00,235.47,false
2023-03-25,Спальный мешок,Туризм,61,433037.78,7098.98,0.00,217.42,false
2023-03-25,Велосипед городской,Велоспорт,25,717768.75,30221.84,5.00,170.66,false
2023-03-25,Лыжный комплект,Зимний спорт,17,346841.99,20402.47,0.00,113.82,false
2023-03-26,Беговая дорожка,Фитнес,17,804303.32,47311.96,0.00,173.56,false
2023-03-26,Гантели разборные,Фитнес,110,758286.10,6893.51,0.00,295.11,true
2023-03-26,Палатка туристическая,Туризм,46,719290.96,15636.76,0.00,215.07,true
2023-03-26,Спальный мешок,Туризм,89,618207.35,6946.15,0.00,208.72,false
2023-03-26,Велосипед городской,Велоспорт,31,963554.71,31082.41,0.00,158.47,false
2023-03-26,Лыжный комплект,Зимний спорт,13,285875.72,21990.44,0.00,112.86,false
2023-03-27,Беговая дорожка,Фитнес,15,822394.80,54826.32,0.00,177.42,false
2023-03-27,Гантели разборные,Фитнес,97,681375.53,7024.49,0.00,281.15,false
2023-03-27,Палатка туристическая,Туризм,43,624922.44,15796.82,8.00,228.31,false
2023-03-27,Спальный мешок,Туризм,48,373384.32,7778.84,0.00,202.09,false
2023-03-27,Велосипед городской,Велоспорт,21,688863.84,32803.04,0.00,163.67,false
2023-03-27,Лыжный комплект,Зимний спорт,21,380528.61,19696.09,8.00,110.19,false
2023-03-28,Беговая дорожка,Фитнес,18,923838.12,51324.34,0.00,180.53,false
2023-03-28,Гантели разборные,Фитнес,70,482772.50,6896.75,0.00,233.97,false
2023-03-28,Палатка туристическая,Туризм,42,712369.14,16961.17,0.00,221.33,false
2023-03-28,Спальный мешок,Туризм,77,461773.62,7496.33,20.00,234.39,false
2023-03-28,Велосипед городской,Велоспорт,18,621883.98,34549.11,0.00,155.52,false
2023-03-28,Лыжный комплект,Зимний спорт,10,211292.10,21129.21,0.00,109.46,false
2023-03-29,Беговая дорожка,Фитнес,19,952136.74,50112.46,0.00,175.97,false
2023-03-29,Гантели разборные,Фитнес,126,820665.72,7236.91,10.00,267.05,false
2023-03-29,Палатка туристическая,Туризм,28,423472.56,15124.02,0.00,234.16,false
2023-03-29,Спальный мешок,Туризм,56,342717.20,7199.94,15.00,242.20,false
2023-03-29,Велосипед городской,Велоспорт,17,511150.90,30067.70,0.00,151.89,false
2023-03-29,Лыжный комплект,Зимний спорт,12,244122.24,20343.52,0.00,116.66,false
2023-03-30,Беговая дорожка,Фитнес,20,944131.00,53950.34,12.50,170.79,false
2023-03-30,Гантели разборные,Фитнес,98,659836.94,6733.03,0.00,309.25,false
2023-03-30,Палатка туристическая,Туризм,27,443818.17,16437.71,0.00,224.07,false
2023-03-30,Спальный мешок,Туризм,35,252837.20,7223.92,0.00,198.91,false
2023-03-30,Велосипед городской,Велоспорт,21,645291.57,30728.17,0.00,147.24,true
2023-03-30,Лыжный комплект,Зимний спорт,19,392217.76,22438.09,8.00,122.12,true
2023-03-31,Беговая дорожка,Фитнес,19,877428.74,51311.62,10.00,184.79,true
2023-03-31,Гантели разборные,Фитнес,80,571997.60,7149.97,0.00,294.63,false
2023-03-31,Палатка туристическая,Туризм,26,400784.54,15414.79,0.00,235.10,false
2023-03-31,Спальный мешок,Туризм,41,304134.72,7417.92,0.00,223.08,false
2023-03-31,Велосипед городской,Велоспорт,19,575170.85,30272.15,0.00,161.62,false
2023-03-31,Лыжный комплект,Зимний спорт,10,236041.20,23604.12,0.00,101.27,false
2023-04-01,Беговая дорожка,Фитнес,12,636322.80,53026.90,0.00,172.03,false
2023-04-01,Гантели разборные,Фитнес,99,753540.48,7611.52,0.00,247.03,false
2023-04-01,Палатка туристическая,Туризм,36,555396.48,15427.68,0.00,223.47,false
2023-04-01,Спальный мешок,Туризм,49,353715.32,7218.68,0.00,222.21,false
2023-04-01,Велосипед городской,Велоспорт,22,744913.62,33859.71,0.00,160.05,false
2023-04-01,Лыжный комплект,Зимний спорт,20,410623.80,20531.19,0.00,115.04,false
2023-04-02,Беговая дорожка,Фитнес,15,736340.55,49089.37,0.00,187.52,false
2023-04-02,Гантели разборные,Фитнес,86,584646.92,6798.22,0.00,261.65,true
2023-04-02,Палатка туристическая,Туризм,32,561478.40,17546.20,0.00,209.21,false
2023-04-02,Спальный мешок,Туризм,68,449873.72,7191.07,8.00,231.79,false
2023-04-02,Велосипед городской,Велоспорт,26,830095.50,31926.75,0.00,150.84,false
2023-04-02,Лыжный комплект,Зимний спорт,17,361586.26,21269.78,0.00,106.88,false
2023-04-03,Беговая дорожка,Фитнес,25,934279.50,46713.98,20.00,178.46,false
2023-04-03,Гантели разборные,Фитнес,106,726574.88,6854.48,0.00,298.16,false
2023-04-03,Палатка туристическая,Туризм,43,644136.13,17119.90,12.50,234.13,false
2023-04-03,Спальный мешок,Туризм,68,492126.88,7866.48,8.00,224.09,false
2023-04-03,Велосипед городской,Велоспорт,21,742142.94,35340.14,0.00,147.37,false
2023-04-03,Лыжный комплект,Зимний спорт,10,217503.50,21750.35,0.00,108.58,false
2023-04-04,Беговая дорожка,Фитнес,18,855074.16,51634.91,8.00,184.71,false
2023-04-04,Гантели разборные,Фитнес,119,764026.41,6758.30,5.00,315.07,false
2023-04-04,Палатка туристическая,Туризм,45,687403.35,17457.86,12.50,212.21,false
2023-04-04,Спальный мешок,Туризм,50,356416.00,7128.32,0.00,204.80,false
2023-04-04,Велосипед городской,Велоспорт,23,702813.07,30557.09,0.00,148.98,false
2023-04-04,Лыжный комплект,Зимний спорт,14,280023.94,20001.71,0.00,101.86,false
2023-04-05,Беговая дорожка,Фитнес,23,961414.95,47772.17,12.50,186.73,false
2023-04-05,Гантели разборные,Фитнес,111,633480.33,6714.16,15.00,297.14,false
2023-04-05,Палатка туристическая,Туризм,28,462185.92,16506.64,0.00,215.03,false
2023-04-05,Спальный мешок,Туризм,43,291166.33,7738.64,12.50,218.23,false
2023-04-05,Велосипед городской,Велоспорт,14,495089.28,35363.52,0.00,148.81,false
2023-04-05,Лыжный комплект,Зимний спорт,19,349950.17,20464.92,10.00,102.60,true
2023-04-06,Беговая дорожка,Фитнес,27,1218280.23,50134.98,10.00,184.35,true
2023-04-06,Гантели разборные,Фитнес,74,493207.78,6664.97,0.00,255.51,false
2023-04-06,Палатка туристическая,Туризм,24,354656.64,14777.36,0.00,216.93,false
2023-04-06,Спальный мешок,Туризм,44,328183.24,7458.71,0.00,206.44,false
2023-04-06,Велосипед городской,Велоспорт,17,556058.78,32709.34,0.00,139.07,false
2023-04-06,Лыжный комплект,Зимний спорт,13,305725.94,23517.38,0.00,97.81,false
2023-04-07,Беговая дорожка,Фитнес,16,776443.04,48527.69,0.00,194.13,false
2023-04-07,Гантели разборные,Фитнес,68,495333.76,7284.32,0.00,301.94,false
2023-04-07,Палатка туристическая,Туризм,30,441431.40,16349.31,10.00,212.76,true
2023-04-07,Спальный мешок,Туризм,48,357932.16,7456.92,0.00,195.37,false
2023-04-07,Велосипед городской,Велоспорт,20,557534.60,31859.12,12.50,153.54,false
2023-04-07,Лыжный комплект,Зимний спорт,15,335734.50,22382.30,0.00,112.24,false
2023-04-08,Беговая дорожка,Фитнес,13,656092.32,50468.64,0.00,187.13,false
2023-04-08,Гантели разборные,Фитнес,78,525910.32,6742.44,0.00,300.93,false
2023-04-08,Палатка туристическая,Туризм,47,813060.05,17299.15,0.00,205.61,true
2023-04-08,Спальный мешок,Туризм,48,368811.84,7683.58,0.00,198.47,false
2023-04-08,Велосипед городской,Велоспорт,23,654737.32,30942.22,8.00,148.08,false
2023-04-08,Лыжный комплект,Зимний спорт,15,332464.05,22164.27,0.00,108.28,false
2023-04-09,Беговая дорожка,Фитнес,21,941964.24,49839.38,10.00,181.13,true
2023-04-09,Гантели разборные,Фитнес,96,625708.80,7084.56,8.00,306.19,false
2023-04-09,Палатка туристическая,Туризм,68,969282.88,16290.47,12.50,204.22,true
2023-04-09,Спальный мешок,Туризм,72,582575.76,8091.33,0.00,193.39,false
2023-04-09,Велосипед городской,Велоспорт,25,738691.75,31102.81,5.00,155.63,false
2023-04-09,Лыжный комплект,Зимний спорт,15,297010.80,19800.72,0.00,102.72,false
2023-04-10,Беговая дорожка,Фитнес,20,1033082.40,51654.12,0.00,180.79,false
2023-04-10,Гантели разборные,Фитнес,91,696423.00,7653.00,0.00,248.70,false
2023-04-10,Палатка туристическая,Туризм,33,559155.63,16944.11,0.00,228.86,false
2023-04-10,Спальный мешок,Туризм,60,367453.80,7204.98,15.00,234.84,false
2023-04-10,Велосипед городской,Велоспорт,25,775689.75,32660.62,5.00,134.44,false
2023-04-10,Лыжный комплект,Зимний спорт,9,186664.77,20740.53,0.00,101.79,false
2023-04-11,Беговая дорожка,Фитнес,20,931631.80,51757.33,10.00,191.63,false
2023-04-11,Гантели разборные,Фитнес,104,707533.84,6803.21,0.00,246.11,false
2023-04-11,Палатка туристическая,Туризм,43,640977.78,14906.46,0.00,232.73,false
2023-04-11,Спальный мешок,Туризм,31,235582.02,7599.42,0.00,197.13,false
2023-04-11,Велосипед городской,Велоспорт,20,701133.60,35056.68,0.00,148.20,false
2023-04-11,Лыжный комплект,Зимний спорт,11,213085.95,21055.93,8.00,93.15,false
2023-04-12,Беговая дорожка,Фитнес,21,1068457.11,50878.91,0.00,187.81,false
2023-04-12,Гантели разборные,Фитнес,101,718983.65,7118.65,0.00,258.11,false
2023-04-12,Палатка туристическая,Туризм,33,481340.97,14586.09,0.00,227.38,false
2023-04-12,Спальный мешок,Туризм,39,278939.70,7152.30,0.00,197.99,false
2023-04-12,Велосипед городской,Велоспорт,16,522831.68,32676.98,0.00,136.67,false
2023-04-12,Лыжный комплект,Зимний спорт,13,265594.16,20430.32,0.00,110.83,false
2023-04-13,Беговая дорожка,Фитнес,14,739034.80,52788.20,0.00,196.50,false
2023-04-13,Гантели разборные,Фитнес,80,534372.80,7260.50,8.00,269.02,false
2023-04-13,Палатка туристическая,Туризм,42,493507.56,14687.73,20.00,204.96,false
2023-04-13,Спальный мешок,Туризм,44,326827.16,7427.89,0.00,225.89,false
2023-04-13,Велосипед городской,Велоспорт,29,773977.81,33361.12,20.00,134.74,true
2023-04-13,Лыжный комплект,Зимний спорт,13,293313.02,22562.54,0.00,95.21,false
2023-04-14,Беговая дорожка,Фитнес,15,656581.20,50025.24,12.50,193.73,false
2023-04-14,Гантели разборные,Фитнес,78,563191.20,7220.40,0.00,318.14,false
2023-04-14,Палатка туристическая,Туризм,27,334471.95,15484.82,20.00,228.53,false
2023-04-14,Спальный мешок,Туризм,44,324717.80,7768.37,5.00,184.37,true
2023-04-14,Велосипед городской,Велоспорт,17,583673.24,34333.72,0.00,141.44,false
2023-04-14,Лыжный комплект,Зимний спорт,15,300856.80,22285.69,10.00,92.84,false
2023-04-15,Беговая дорожка,Фитнес,17,826709.66,48629.98,0.00,188.80,false
2023-04-15,Гантели разборные,Фитнес,81,568689.66,7020.86,0.00,276.82,false
2023-04-15,Палатка туристическая,Туризм,37,560447.14,17311.11,12.50,229.73,false
2023-04-15,Спальный мешок,Туризм,71,466388.35,7507.26,12.50,191.29,true
2023-04-15,Велосипед городской,Велоспорт,38,1142435.80,34358.97,12.50,137.68,true
2023-04-15,Лыжный комплект,Зимний спорт,22,432647.38,22475.18,12.50,100.20,true
2023-04-16,Беговая дорожка,Фитнес,15,727100.10,48473.34,0.00,187.52,false
2023-04-16,Гантели разборные,Фитнес,75,485682.00,7400.87,12.50,282.57,false
2023-04-16,Палатка туристическая,Туризм,39,629979.09,16153.31,0.00,227.68,false
2023-04-16,Спальный мешок,Туризм,72,509710.32,7079.31,0.00,186.85,false
2023-04-16,Велосипед городской,Велоспорт,25,863414.25,34536.57,0.00,132.59,false
2023-04-16,Лыжный комплект,Зимний спорт,20,325770.20,20360.63,20.00,100.54,false
2023-04-17,Беговая дорожка,Фитнес,22,1131309.30,51423.15,0.00,200.81,false
2023-04-17,Гантели разборные,Фитнес,110,831828.80,7562.08,0.00,312.62,true
2023-04-17,Палатка туристическая,Туризм,35,602701.75,17220.05,0.00,203.51,false
2023-04-17,Спальный мешок,Туризм,59,410900.19,6964.41,0.00,198.72,false
2023-04-17,Велосипед городской,Велоспорт,28,837133.64,29897.63,0.00,129.72,false
2023-04-17,Лыжный комплект,Зимний спорт,12,268302.00,22358.50,0.00,88.10,false
2023-04-18,Беговая дорожка,Фитнес,23,1133754.41,49293.67,0.00,200.70,false
2023-04-18,Гантели разборные,Фитнес,103,731263.95,7473.32,5.00,267.16,false
2023-04-18,Палатка туристическая,Туризм,43,584126.19,15981.56,15.00,224.07,false
2023-04-18,Спальный мешок,Туризм,54,364438.44,6748.86,0.00,187.93,false
2023-04-18,Велосипед городской,Велоспорт,16,504566.88,33195.19,5.00,125.04,false
2023-04-18,Лыжный комплект,Зимний спорт,11,236178.91,21470.81,0.00,89.00,false
2023-04-19,Беговая дорожка,Фитнес,18,974300.58,54127.81,0.00,199.92,false
2023-04-19,Гантели разборные,Фитнес,125,835100.00,6680.80,0.00,240.87,false
2023-04-19,Палатка туристическая,Туризм,36,541724.04,15047.89,0.00,202.22,false
2023-04-19,Спальный мешок,Туризм,56,330766.24,7383.17,20.00,211.52,false
2023-04-19,Велосипед городской,Велоспорт,14,474591.60,33899.40,0.00,142.33,false
2023-04-19,Лыжный комплект,Зимний спорт,12,256825.32,21402.11,0.00,96.61,false
2023-04-20,Беговая дорожка,Фитнес,21,1081358.88,54203.45,5.00,192.20,true
2023-04-20,Гантели разборные,Фитнес,72,515113.92,7154.36,0.00,287.69,false
2023-04-20,Палатка туристическая,Туризм,26,438924.46,16881.71,0.00,226.11,false
2023-04-20,Спальный мешок,Туризм,64,458822.40,7169.10,0.00,224.52,true
2023-04-20,Велосипед городской,Велоспорт,18,544248.54,30236.03,0.00,133.24,false
2023-04-20,Лыжный комплект,Зимний спорт,12,252093.12,21007.76,0.00,96.88,false
2023-04-21,Беговая дорожка,Фитнес,17,782890.63,46052.39,0.00,193.90,false
2023-04-21,Гантели разборные,Фитнес,78,561717.00,7201.50,0.00,247.99,false
2023-04-21,Палатка туристическая,Туризм,29,469243.78,16180.82,0.00,213.08,false
2023-04-21,Спальный мешок,Туризм,38,284640.90,7490.55,0.00,222.70,false
2023-04-21,Велосипед городской,Велоспорт,23,639898.41,32731.37,15.00,127.05,false
2023-04-21,Лыжный комплект,Зимний спорт,16,337947.36,21121.71,0.00,86.84,false
2023-04-22,Беговая дорожка,Фитнес,26,1224377.96,47091.46,0.00,195.11,true
2023-04-22,Гантели разборные,Фитнес,80,551528.80,6894.11,0.00,273.98,false
2023-04-22,Палатка туристическая,Туризм,36,567696.24,15769.34,0.00,225.80,false
2023-04-22,Спальный мешок,Туризм,58,399060.30,6880.35,0.00,189.53,false
2023-04-22,Велосипед городской,Велоспорт,23,700302.16,30447.92,0.00,131.78,false
2023-04-22,Лыжный комплект,Зимний спорт,17,406033.95,23884.35,0.00,94.86,false
